上海,北京爱奇艺科技有限公司,"绩效奖金,五险一金,交通补助,带薪年假",Python高级开发工程师,20k-30k,"广告营销,文化娱乐/D轮及以上",本科/3-5年
上海,北京知藏云道科技有限公司,"带薪年假,弹性工作,扁平管理,领导好",Python算法高级工程师,22k-30k,移动互联网/A轮,本科/3-5年
上海,上海磐途网络科技有限公司,"带薪年假,五险一金,岗位晋升,弹性工作",JAVA/PHP/PYTHON开发工程师,10k-15k,"移动互联网,O2O/A轮",本科/3-5年
上海,上海彩池资产管理有限公司,,Python开发工程师,12k-20k,金融/不需要融资,本科/3-5年
上海,上海喵卡信息技术有限公司,"""""",Python开发工程师,10k-20k,移动互联网 文化娱乐/天使轮,不限/1-3年
上海,上海数禾信息科技有限公司,"股票期权,通讯津贴,交通补助,午餐补助",Python 高级开发工程师,15k-30k,"移动互联网,金融/不需要融资",本科/3-5年
上海,上海量讯电子商务有限公司,"技能培训,专项奖金,带薪年假,绩效奖金",Python软件开发工程师,7k-13k,"移动互联网,企业服务/未融资",本科/1-3年
上海,上海悦米信息技术有限公司,,Python开发工程师,8k-15k,"移动互联网,医疗健康/未融资",本科/1-3年
上海,上海企企网络科技有限公司,,Python工程师,10k-20k,移动互联网/天使轮,大专/1-3年
上海,上海担路网络科技有限公司,"年终分红,交通补助,定期体检,绩效奖金",Python工程师-SEO经验者优先,6k-12k,"移动互联网,企业服务/未融资",本科/不限
上海,上海祺玖电子商务有限公司,"""""",python后台开发工程师,18k-35k,"移动互联网,O2O/不需要融资",本科/3-5年
上海,拉扎斯网络科技（上海）有限公司,"节日礼物,绩效奖金,年度旅游,岗位晋升",高级 Python 开发工程师 （服务框架开发）,15k-25k,移动互联网/D轮及以上,本科/3-5年
上海,上海朴直信息科技有限公司,"技能培训,带薪年假,绩效奖金,扁平管理",Python初级工程师,5k-10k,"移动互联网,企业服务/未融资",本科/1-3年
上海,上海寻梦信息技术有限公司,"股票期权,专项奖金,弹性工作,扁平管理",高级Python开发工程师,20k-40k,"电子商务,移动互联网/C轮",本科/1-3年
上海,上海叮诺科技有限公司,"带薪年假,弹性工作,扁平管理,节日礼物",Python数据开发工程师,10k-20k,移动互联网/天使轮,本科/1-3年
上海,上海中畅信息科技有限公司,"技能培训,年度旅游,岗位晋升,管理规范",Python工程师（互联网金融云平台开发）,10k-20k,"金融 ,数据服务/未融资",本科/3-5年
上海,上海奉贤区八维宏烨培训学校,"""""",Python讲师,18K-30K,"教育,其他/未融资",本科/3-5年
上海,中基宁波集团股份有限公司,"绩效奖金,定期体检,年度旅游,扁平管理",Python策略专员,15k-25k,金融/不需要融资,本科/不限
上海,易安信信息技术研发（上海）有限公司,,Ruby/Java/Python资深软件开发工程师,25k-35k,"数据服务,企业服务/上市公司",本科/5-10年
上海,北京爱奇艺科技有限公司,"绩效奖金,五险一金,交通补助,带薪年假",Python高级开发工程师,15k-30k,"广告营销,文化娱乐/D轮及以上",本科/不限
上海,上海秦苍信息科技有限公司,"美式企业文化,节日礼物,股票期权,岗位晋升",python 开发工程师（机器学习系统）,15k-25k,移动互联网、金融/C轮,本科/1-3年
上海,携程计算机技术（上海）有限公司,"绩效奖金,股票期权,五险一金,交通补助",网站运营高级/资深Python及前端工程师,15k-25k,"移动互联网,旅游/上市公司",本科/3-5年
上海,琢品网络科技（上海）有限公司,"交通补助,带薪年假,弹性工作,扁平管理",资深后端技术指导Python/Java,25k-33k,移动互联网/未融资,本科/5-10年
上海,上海凭安征信服务有限公司,"巨头投资,股票期权,千亿蓝海,有钱途",Python爬虫开发工程师,10k-18k,金融/A轮,本科/1-3年
上海,上海展卷信息科技有限公司,"带薪年假,扁平管理,领导好,弹性工作",高级Python软件工程师（服务端）,12k-24k,"移动互联网,金融/A轮",本科/3-5年
上海,阿基米德（上海）传媒有限公司,"年底双薪,带薪年假,绩效奖金,扁平管理",python高级大数据开发工程师,15k-30k,"移动互联网,电子商务/B轮",本科/3-5年
上海,拉扎斯网络科技（上海）有限公司,"节日礼物,绩效奖金,年度旅游,岗位晋升",Python高级开发工程师,15k-30k,移动互联网/D轮及以上,本科/3-5年
上海,善林（上海）金融信息服务有限公司,"带薪年假,绩效奖金,岗位晋升,帅哥多",量化开发工程师-Python（区块链）,15k-25k,金融/不需要融资,大专/3-5年
上海,广州森迪信息科技有限公司,"""""",Python开发助理,3k-5k,"移动互联网,电子商务/上市公司",大专/1年以下
上海,糖小护健康科技（上海）有限公司,"节日礼物,带薪年假,管理规范,领导好",资深Python后端开发/架构师,20k-35k,"移动互联网,医疗健康/不需要融资",本科/5-10年
上海,上海远澜信息技术有限公司,"""""",python、C++、Mysql、工程师,15k-30k,金融/不需要融资,本科/1-3年
上海,上海戎磐网络科技有限公司,"带薪年假,定期体检,节日礼物,五险一金",Python爬虫,8k-12k,信息安全、移动互联网/天使轮,本科/1-3年
上海,上海进记网络科技有限公司,,Python 实习生,4k-8k,"电子商务,移动互联网/未融资",本科/1年以下
上海,上海耕子教育科技有限公司,"年底双薪,股票期权,带薪年假,专项奖金",课程老师（python语言）,8k-12k,教育/天使轮,本科/1-3年
上海,上海聚力传媒技术有限公司,"技能培训,绩效奖金,岗位晋升,扁平管理",Python研发工程师(爬虫方向),16k-22k,文化娱乐/D轮及以上,本科/3-5年
上海,北京云英传奇技术有限公司,"绩效奖金,定期体检,带薪年假,弹性工作",高级Python工程师（搜索推荐）,23k-45k,"移动互联网,数据服务/A轮",本科/3-5年
上海,威廉欧奈尔信息科技（上海）有限公司,,Python 后端开发工程师,8k-15k,"移动互联网,金融/未融资",本科/1-3年
上海,乐荐信息科技（北京）有限公司,"年底双薪,带薪年假,定期体检,年度旅游",Python web开发工程师,15k-20k,"移动互联网,企业服务/不需要融资",大专/1-3年
上海,驰勤信息科技（上海）有限责任公司,"""""",Python测试工程师,8k-11k,"移动互联网,电子商务/未融资",本科/1-3年
上海,通联数据股份公司,"五险一金,通讯津贴,带薪年假,节日礼物",软件开发工程师（Python/C++）,18k-36k,金融/不需要融资,本科/3-5年
上海,上海游达网络科技有限公司,,python爬虫工程师,10k-13k,"移动互联网,游戏/未融资",本科/3-5年
上海,拉扎斯网络科技（上海）有限公司,"节日礼物,绩效奖金,年度旅游,岗位晋升",资深Python工程师,18k-25k,移动互联网/D轮及以上,本科/3-5年
上海,前信（上海）科技有限公司,,自然语言处理工程师（python）,20k-40k,O2O/不需要融资,硕士/1-3年
上海,上海勃池信息技术有限公司,"股票期权,扁平管理,岗位晋升,五险一金",Python爬虫工程师,15k-30k,"金融,数据服务/天使轮",本科/3-5年
上海,上海彼脉网络信息科技有限公司,"""""",区块链 python 后台工程师,15k-30k,"数据服务,硬件/不需要融资",本科/1-3年
上海,观相科技（上海）有限公司,"技能培训,年底双薪,股票期权,带薪年假",Python爬虫开发工程师,8k-15k,企业服务/不需要融资,本科/1-3年
上海,上海哈希信息科技有限公司,"定期体检,弹性工作,扁平管理,美女多",Python(爬虫）开发工程师,10k-15k,移动互联网/天使轮,不限/1-3年
上海,上海清鹤科技股份有限公司,"专项奖金,绩效奖金,股票期权,午餐补助",云平台研发（C++，Python，JAVA ),15k-20k,移动互联网/上市公司,本科/3-5年
上海,翔傲信息科技（上海）有限公司,"业内领军企业,高价值项目,节日礼物,技术大牛同事",高级爬虫工程师Python（电商、媒体）,18k-25k,"移动互联网,企业服务/不需要融资",本科/5-10年
上海,上海摩林网络科技有限公司,"环境高逼格,带薪年假,老外多,岗位晋升",后端工程师 ( Ruby / Python ),12k-18k,"企业服务,生活服务/A轮",大专/1-3年
上海,康伟实软件（上海）有限公司,"年度旅游,岗位晋升,五险一金,弹性工作",软件开发工程师（Java/Python/CC++）,13k-25k,电子商务/上市公司,本科/1-3年
上海,上海证大喜马拉雅网络科技有限公司,"年底双薪,股票期权,带薪年假,绩效奖金",Java／Python高级开发职责描述（爬虫方向）,15k-28k,"移动互联网,文化娱乐/D轮及以上",本科/3-5年
上海,上海臻战电子科技有限公司,"带薪年假,绩效奖金,定期体检,弹性工作",UI程序员（Python/C++）,15k-20k,"移动互联网,游戏/不需要融资",大专/3-5年
上海,上海别样秀数据科技有限公司,"节日礼物,帅哥多,美女多,领导好",Python爬虫工程师(Selenium方向),10k-20k,"移动互联网,电子商务/B轮",本科/不限
上海,我查查信息技术（上海）有限公司,"技能培训,年底双薪,绩效奖金,岗位晋升",iOS工程师（会PHP或Python优先）,15k-25k,移动互联网/不需要融资,本科/1-3年
上海,上海优刻得信息科技有限公司,"节日礼物,技能培训,股权激励计划,代码改变世界",UMCloud-Python后端工程师,10k-20k,"数据服务,企业服务/D轮及以上",本科/1-3年
上海,拉扎斯网络科技（上海）有限公司,"节日礼物,绩效奖金,年度旅游,岗位晋升",Python开发工程师（全栈）,15k-25k,移动互联网/D轮及以上,不限/1-3年
address,company,des,job,money,qua,req
北京,北京三快在线科技有限公司,"技能培训,绩效奖金,岗位晋升,领导好",服务端高级开发工程师Golang/Python,35k-45k,"移动互联网,O2O/D轮及以上",本科/3-5年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",高级Python开发工程师,25k-50k,"移动互联网,硬件/C轮",本科/3-5年
深圳,北京市商汤科技开发有限公司,"五险一金,弹性工作,丰盛三餐,发展空间大",Python开发工程师,15k-30k,移动互联网/B轮,本科/3-5年
上海,上海拍拍贷金融信息服务有限公司,"绩效奖金,五险一金,带薪年假,午餐补助",python工程师,12k-24k,金融/上市公司,本科/3-5年
杭州,武汉佰钧成技术有限责任公司,"带薪年假,计算机软件,管理规范,定期体检",Python工程师,10k-18k,移动互联网/不需要融资,大专/1-3年
北京,北京摩尔妈咪网络科技有限公司,"年底双薪,股票期权,定期体检,带薪年假",Python开发工程师,20k-40k,移动互联网/A轮,本科/1-3年
上海,上海墨沐金融信息服务有限公司,"不差钱,经纬中国,核心竞争力,弹性工作",python 开发工程师,10k-20k,"移动互联网,金融/A轮",本科/1-3年
北京,北京优虎商务服务有限公司,"绩效奖金,年底双薪,带薪年假,定期体检",python开发工程师,20k-40k,"移动互联网,金融/B轮",本科/1-3年
杭州,杭州健培科技有限公司,"技能培训,带薪年假,岗位晋升,年度旅游",Python软件开发,10k-15k,"移动互联网,医疗健康/不需要融资",本科/1-3年
杭州,杭州嘉云数据科技有限公司,"海量大数据,世界级产品,AI,智能供应链",Python 开发工程师,15k-20k,"电子商务,移动互联网/C轮",本科/1-3年
广州,广州财略金融信息科技有限公司,"股票期权,专项奖金,带薪年假,绩效奖金",Python开发工程师,10k-16k,金融/A轮,大专/1-3年
北京,北京慕华信息科技有限公司,"节日礼物,股票期权,带薪年假,氛围轻松",Python开发工程师,20k-30k,"移动互联网,教育/B轮",本科/3-5年
宁波,宁波清车电气有限公司,"技能培训,年底双薪,带薪年假,岗位晋升",Python软件工程师,6k-8k,电子商务/未融资,大专/1-3年
东莞,深圳市泽林信息咨询有限公司,"节日礼物,技能培训,绩效奖金,年度旅游",python开发工程师(东莞),5k-8k,教育/不需要融资,大专/1-3年
深圳,深圳市微课科技有限公司,"美女多,弹性工作,扁平管理,年底双薪",Python工程师,10k-15k,"移动互联网,教育/A轮",本科/1年以下
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",Python工程师,20k-40k,"移动互联网,硬件/C轮",本科/1-3年
北京,北京摩尔妈咪网络科技有限公司,"年底双薪,股票期权,定期体检,带薪年假",Python开发工程师,30k-50k,移动互联网/A轮,本科/3-5年
上海,上海墨沐金融信息服务有限公司,"不差钱,经纬中国,核心竞争力,弹性工作",资深python开发工程师,25k-35k,"移动互联网,金融/A轮",本科/3-5年
上海,上海中软华腾软件系统有限公司,"年底双薪,绩效奖金,带薪年假,定期体检",python工程师,12k-20k,"企业服务,金融/上市公司",本科/3-5年
郑州,青松智慧（北京）科技有限公司,"股票期权,带薪年假,年度旅游,扁平管理",Python开发工程师,8k-10k,"移动互联网,企业服务/B轮",本科/3-5年
杭州,杭州牛盾网络技术有限公司,"绩效奖金,带薪年假,弹性工作,扁平管理",Python开发工程师,8k-16k,"信息安全,移动互联网/不需要融资",大专/1-3年
北京,合肥道宇电器贸易有限公司,"年底三薪,股票期权,绩效奖金,带薪年假",Python工程师,25k-50k,"移动互联网,电子商务/A轮",不限/不限
广州,广州棒谷科技股份有限公司,"项目奖金,绩效奖金,年终奖,五险一金",Python开发工程师,10k-20k,电子商务/不需要融资,本科/1-3年
北京,北京春雨天下软件有限公司,"绩效奖金,五险一金,带薪年假,定期体检",Python,20k-40k,移动互联网/C轮,本科/3-5年
北京,北京一人一亩田网络科技有限公司,"节日礼物,年底双薪,专项奖金,股票期权",python开发工程师,20k-36k,"移动互联网,电子商务/C轮",本科/3-5年
北京,北京磁力信科技有限公司,"带薪年假,成长基金,定期体检,午餐补助",Python 开发工程师,14k-28k,"教育,移动互联网/不需要融资",不限/3-5年
北京,北京嘉楠捷思信息技术有限公司,"带薪年假,定期体检,领导nice,八险一金",python开发工程师,15k-20k,硬件/A轮,本科/3-5年
西安,北京神州绿盟信息安全科技股份有限公司,"技能培训,节日礼物,股票期权,带薪年假",python开发工程师,9k-15k,信息安全/上市公司,本科/1-3年
北京,况客科技(北京)有限公司,"定期体检,午餐补助,带薪年假,绩效奖金",Python 工程师,15k-30k,金融/A轮,本科/1-3年
北京,深圳市金证科技股份有限公司,"激情的团队,股票期权,努力变大牛,有舞台给您跳",Python 开发工程师,15k-17k,金融/上市公司,本科/3-5年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",python工程师,15k-30k,"移动互联网,硬件/C轮",本科/3-5年
北京,北京江山如画网路科技有限责任公司,"专项奖金,股票期权,绩效奖金,岗位晋升",python开发工程师,8k-16k,"移动互联网,社交网络/天使轮",本科/1-3年
深圳,深圳佑驾创新科技有限公司,"无人驾驶,国际标准,车厂合作,海归团队",python工程师,15k-30k,"硬件,其他/A轮",本科/1-3年
北京,北京数美时代科技有限公司,"年底双薪,大数据,带薪年假,通讯津贴",python研发工程师,15k-30k,"企业服务,数据服务/B轮",硕士/1年以下
上海,上海合合信息科技发展有限公司,"团队建设,技能培训,节日礼物,年底分红",python开发工程师,11k-22k,移动互联网/C轮,本科/1-3年
北京,北京搜狗科技发展有限公司,"岗位晋升,扁平管理,管理规范,精英团队",技术工程部-python开发工程师,20k-40k,"移动互联网,数据服务/C轮",本科/3-5年
上海,无锡华云数据技术服务有限公司,"节日礼物,带薪年假,扁平管理,弹性工作",Python开发工程师,18k-28k,"移动互联网,数据服务/D轮及以上",本科/3-5年
杭州,武汉佰钧成技术有限责任公司,"带薪年假,计算机软件,管理规范,定期体检",python开发,10k-20k,移动互联网/不需要融资,大专/3-5年
西安,西安逆袭网络科技有限公司,"扁平化管理,弹性工作制,健身福利,设备补助",Python开发工程师,10k-20k,"移动互联网,社交网络/A轮",本科/3-5年
杭州,浙江天垂科技有限公司,"全新MAC,24+显示器,硅谷工作机会,股票期权",Python工程师,15k-30k,"数据服务,企业服务/天使轮",本科/3-5年
上海,上海海万信息科技股份有限公司,,python,8k-15k,"移动互联网,金融/不需要融资",本科/3-5年
上海,上海道客网络科技有限公司,"工程师文化,业界大牛,改变世界,豪华团队",Python开发工程师,20k-40k,"企业服务,数据服务/A轮",本科/3-5年
苏州,上海众言网络科技有限公司,"技能培训,节日礼物,年底双薪,绩效奖金",Python,6k-12k,移动互联网/B轮,本科/1-3年
上海,上海进馨网络科技有限公司,"股票期权,岗位晋升,扁平管理,五险一金",Python开发工程师,15k-25k,"移动互联网,教育/B轮",本科/3-5年
深圳,信必优(深圳)信息技术有限公司,"节日礼物,年底双薪,带薪年假,年度旅游",Python,12k-15k,"移动互联网,电子商务/未融资",本科/3-5年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",Python 高级开发工程师,20k-40k,"移动互联网,硬件/C轮",本科/3-5年
北京,北京群星闪耀科技有限公司,"午餐补助,弹性工作,扁平管理,五险一金",Python工程师,15k-25k,移动互联网/不需要融资,本科/3-5年
北京,北京慕华信息科技有限公司,"节日礼物,股票期权,带薪年假,氛围轻松",系统开发工程师（Python）,20k-30k,"移动互联网,教育/B轮",本科/5-10年
杭州,杭州群核信息技术有限公司,"两次加薪,弹性工作,期权丰厚,两次晋升",Python研发工程师,15k-23k,移动互联网/D轮及以上,本科/1-3年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",Python开发工程师,20k-35k,"移动互联网,数据服务/C轮",本科/1-3年
深圳,青石经济信息咨询（深圳）有限公司,"风口项目,互联网金融,海外综合券商,市场蓝海",Python开发工程师,10k-20k,"移动互联网,金融/不需要融资",本科/1-3年
深圳,深圳市有鱼智能科技有限公司,"节日礼物,股票期权,带薪年假,绩效奖金",Python开发工程师,10k-20k,"移动互联网,金融/上市公司",本科/1-3年
上海,平安科技（深圳）有限公司,"节日礼物,年度旅游,岗位晋升,技能培训",Python开发工程师（上海）,15k-30k,金融/不需要融资,本科/不限
北京,北京思源置地投资有限公司,"股票期权,带薪年假,绩效奖金,岗位晋升",python,20k-30k,"移动互联网,社交网络/不需要融资",本科/5-10年
苏州,苏州锦佰安信息技术有限公司,"股票期权,弹性工作,带薪年假,绩效奖金",Python开发工程师,12k-24k,信息安全/天使轮,本科/3-5年
杭州,杭州沃趣科技股份有限公司,"股票期权,带薪年假,绩效奖金,年度旅游",Python开发工程师,11k-22k,"企业服务,数据服务/上市公司",本科/3-5年
上海,北京来也网络科技有限公司,"绩效奖金,扁平管理,领导好,五险一金",Python开发工程师(193),15k-30k,移动互联网/B轮,不限/不限
北京,金色家园网络科技有限公司,"节日礼物,带薪年假,绩效奖金,管理规范",python工程师,15k-25k,O2O/不需要融资,本科/3-5年
北京,杭州云脑科技有限公司,"年底双薪,股票期权,扁平管理,人工智能",Python工程师,10k-20k,"企业服务,数据服务/A轮",本科/1-3年
贵阳,贵州电子商务云运营有限责任公司,"交通补助,带薪年假,绩效奖金,通讯津贴",python工程师,10k-15k,"电子商务,数据服务/未融资",不限/不限
北京,北京来也网络科技有限公司,"绩效奖金,扁平管理,领导好,五险一金",Python开发工程师,15k-30k,移动互联网/B轮,本科/1-3年
北京,会找房（北京）网络技术有限公司,"节日礼物,股票期权,带薪年假,年度旅游",python开发工程师,15k-30k,移动互联网、金融/C轮,本科/3-5年
深圳,信必优(深圳)信息技术有限公司,"节日礼物,年底双薪,带薪年假,年度旅游",Python工程师,15k-20k,"移动互联网,电子商务/未融资",不限/1-3年
北京,掌阅科技股份有限公司,"专项奖金,带薪年假,年度旅游,扁平管理",高级Python研发工程师,25k-35k,移动互联网/上市公司,本科/3-5年
北京,北京江山如画网路科技有限责任公司,"专项奖金,股票期权,绩效奖金,岗位晋升",Python研发工程师,5k-10k,"移动互联网,社交网络/天使轮",本科/1-3年
成都,杭州顺网科技股份有限公司,"技能培训,节日礼物,年度旅游,岗位晋升",Python开发工程师,10k-20k,"游戏,文化娱乐/上市公司",本科/3-5年
苏州,上海众言网络科技有限公司,"技能培训,节日礼物,年底双薪,绩效奖金",Python工程师,15k-25k,移动互联网/B轮,本科/应届毕业生
北京,北京猎户星空科技有限公司,"年度旅游,弹性工作,领导好,五险一金",Python开发工程师,18k-35k,"移动互联网,硬件/A轮",本科/3-5年
北京,北京汇行科技有限公司,"股票期权,十四薪,零食饮料水果,团队氛围好",Python研发工程师,8k-16k,旅游/B轮,本科/1-3年
深圳,上海航仕企业管理有限公司,"年底双薪,午餐补助,专项奖金,绩效奖金",Python开发,20k-35k,"移动互联网,O2O/C轮",本科/3-5年
武汉,武汉北蚁网络科技有限公司,"年底双薪,绩效奖金,休闲餐点,五险一金",python工程师,8k-10k,"电子商务,移动互联网/不需要融资",大专/3-5年
深圳,深圳花果山科技有限公司,"年底双薪,团队建设,节日礼物,员工每月分红",Python,5k-8k,电子商务/B轮,本科/1-3年
成都,四川海德智和科技有限公司,"绩效奖金,年终分红,带薪年假,午餐补助",Python开发工程师,15K-20K,移动互联网/不需要融资,本科/5-10年
北京,广州摩翼信息科技有限公司,"节日礼物,在线教育,岗位晋升,五险一金",python研发工程师,13k-25k,"移动互联网 ,教育/不需要融资",本科/1-3年
北京,北京好巧国际旅行社有限公司,"五险一金,弹性工作,扁平管理,百万医疗",Python研发工程师,25k-35k,数据服务/B轮,大专/3-5年
北京,凡普金科集团有限公司,"年底双薪,节日礼物,技能培训,带薪年假",Python工程师,25k-35k,金融/不需要融资,本科/3-5年
北京,北京朗势科技有限公司,"股票期权,五险一金,带薪年假,节日礼物",高级Python工程师,25k-35k,"移动互联网,社交网络/B轮",本科/3-5年
成都,成都市肆零肆网络科技有限公司,"弹性工作,帅哥多,节日礼物,管理规范",Python开发,10k-15k,"信息安全,数据服务/未融资",本科/1-3年
北京,北京摩尔妈咪网络科技有限公司,"年底双薪,股票期权,定期体检,带薪年假",Python工程师,15k-30k,移动互联网/A轮,本科/1-3年
上海,蜜柚网络科技（上海）有限公司,"技能培训,节日礼物,股票期权,带薪年假",高级Python开发工程师,25k-50k,"社交网络,文化娱乐/不需要融资",本科/3-5年
深圳,深圳市一面网络技术有限公司,"技能培训,海归精英团队,Geek分享,绩效奖金",Python工程师,10k-20k,"移动互联网,数据服务/A轮",本科/不限
厦门,厦门点触科技股份有限公司,"技能培训,节日礼物,带薪年假,绩效奖金",Python程序员,10k-20k,"移动互联网,游戏/上市公司",本科/3-5年
上海,上海众言网络科技有限公司,"技能培训,节日礼物,年底双薪,绩效奖金",Python开发师,12k-24k,移动互联网/B轮,本科/3-5年
郑州,郑州创恒实业有限公司,"年底双薪,节日礼物,技能培训,绩效奖金",Python开发工程师,5k-10k,移动互联网/未融资,大专/1-3年
西安,北京神州绿盟信息安全科技股份有限公司,"技能培训,节日礼物,股票期权,带薪年假",python开发工程师,8k-10k,信息安全/上市公司,本科/3-5年
北京,北京优康达科技有限公司,"节日礼物,股票期权,带薪年假,绩效奖金",Python,15k-25k,"医疗健康,移动互联网/天使轮",本科/3-5年
上海,北京来也网络科技有限公司,"绩效奖金,扁平管理,领导好,五险一金",Python开发工程师,15k-30k,移动互联网/B轮,本科/1-3年
上海,上海米闲企业管理合伙企业(有限合伙),,Python工程师,10k-20k,"移动互联网,企业服务/不需要融资",本科/1-3年
北京,北京开拓天际科技有限公司,"年底双薪,股票期权,年终分红,节日礼物",Python工程师,15k-23k,"数据服务,信息安全/A轮",本科/3-5年
深圳,深圳市紫川软件有限公司,"节日礼物,年底双薪,绩效奖金,岗位晋升",python工程师,8k-14k,"电子商务,金融/不需要融资",本科/1-3年
上海,深圳市紫川软件有限公司,"节日礼物,年底双薪,绩效奖金,岗位晋升",python开发工程师,12k-19k,"电子商务,金融/不需要融资",大专/3-5年
北京,北京爱咔咔信息技术有限公司,"年底双薪,技术控,股票期权,带薪年假",Python工程师,15k-30k,"移动互联网,O2O/A轮",本科/3-5年
北京,北京慕华信息科技有限公司,"节日礼物,股票期权,带薪年假,氛围轻松",Python开发工程师,15k-25k,"移动互联网,教育/B轮",本科/3-5年
成都,昆明俊云科技有限公司,"技能培训,股票期权,绩效奖金,岗位晋升",Python开发工程师,10k-15k,"移动互联网,硬件/不需要融资",本科/1-3年
北京,北京奥鹏远程教育中心有限公司,"节日礼物,技能培训,节日礼品卡,月度团建",django+saltstack+python/讲,15k-25k,"移动互联网,教育/不需要融资",不限/3-5年
杭州,杭州健培科技有限公司,"技能培训,带薪年假,岗位晋升,年度旅游",python开发工程师,6k-10k,"移动互联网,医疗健康/不需要融资",不限/1-3年
深圳,深圳市杉岩数据技术有限公司,"股票期权,扁平管理,领导好,五险一金",Python开发工程师,10k-16k,"企业服务,数据服务/A轮",本科/1-3年
深圳,深圳柚子街科技有限公司,"股票期权,带薪年假,年度旅游,扁平管理",Python工程师,8k-12k,"移动互联网,O2O/A轮",大专/1-3年
北京,北京智分科技有限公司,"年底双薪,免费两餐,Geek范,免费健身",高级Python开发工程师,25k-45k,移动互联网/不需要融资,本科/3-5年
北京,北京思维造物信息科技有限公司,"专项奖金,扁平管理,帅哥多,领导好",Python开发工程师,15k-30k,"移动互联网,文化娱乐/B轮",不限/不限
广州,广州楠天网络科技有限公司,,python开发工程师,8k-15k,移动互联网/不需要融资,大专/3-5年
北京,超对称（北京）科技有限公司,"股票期权,带薪年假,弹性工作,五险一金",Python开发工程师,12k-20k,"移动互联网,企业服务/A轮",本科/1-3年
深圳,上海海万信息科技股份有限公司,,Python开发工程师,9k-16k,"移动互联网,金融/不需要融资",大专/1-3年
广州,广州经传多赢投资咨询有限公司,"绩效奖金,年度旅游,扁平管理,技能培训",量化平台研发工程师-python,12k-24k,"移动互联网,金融/不需要融资",本科/3-5年
大连,北京推想科技有限公司,"午餐补助,股票期权,定期体检,弹性工作",python工程师,6k-12k,"医疗健康,数据服务/B轮",大专/1年以下
西安,武汉佰钧成技术有限责任公司,"带薪年假,计算机软件,管理规范,定期体检",Python,8K-16K,移动互联网/不需要融资,本科/3-5年
广州,广州市丰申网络科技有限公司,"超长春节假期,杠杠滴13薪,健身房不要钱,地铁公交狠近",Python 开发工程师,10k-20k,"移动互联网,电子商务/A轮",本科/3-5年
北京,金色家园网络科技有限公司,"节日礼物,带薪年假,绩效奖金,管理规范",python工程师,15k-25k,O2O/不需要融资,本科/3-5年
北京,北京摩尔妈咪网络科技有限公司,"年底双薪,股票期权,定期体检,带薪年假",高级Python工程师,25k-50k,移动互联网/A轮,本科/3-5年
北京,北京启明合心科技有限公司,"扁平管理,最优秀的伙伴,弹性工作,公司午晚餐",Python开发工程师,20k-35k,"移动互联网,教育/A轮",本科/1-3年
北京,企鹅创新（北京）科技有限公司,,Python工程师,20k-35k,"硬件,移动互联网/天使轮",本科/3-5年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",高级Python开发工程师,20k-40k,"移动互联网,硬件/C轮",本科/3-5年
无锡,南京网燃网络科技有限公司,,python软件工程师助理/python程序员双休,4k-6k,"移动互联网,游戏/未融资",大专/1年以下
上海,宏居网络技术（上海）有限公司,"带薪年假,岗位晋升,扁平管理,美女多",Python开发／后端软件工程师.,20k-30k,移动互联网/B轮,本科/3-5年
上海,上海晓途网络科技有限公司,"节日礼物,带薪年假,岗位晋升,年度旅游",Python开发工程师,15k-25k,移动互联网/B轮,本科/1-3年
北京,北京博智天下信息技术有限公司,"扁平管理,定期体检,股票期权,团建活动",Python开发工程师,20k-40k,教育/B轮,本科/5-10年
深圳,深圳市盖威科技有限公司,"绩效奖金,五险一金,交通补助,带薪年假",Python开发工程师,14k-20k,金融/不需要融资,本科/3-5年
上海,江苏车置宝信息科技股份有限公司,,python,20K-40K,"电子商务,移动互联网/C轮",本科/3-5年
上海,微额速达(上海)金融信息服务有限公司,"股票期权,带薪年假,绩效奖金,年终分红",Python,10k-20k,"移动互联网,金融/B轮",不限/1-3年
上海,上海庆科信息技术有限公司,"互联网风口,物联网、高新,Wi-Fi,午餐补助",python开发工程师,15k-18k,硬件/B轮,本科/1-3年
北京,金色家园网络科技有限公司,"节日礼物,带薪年假,绩效奖金,管理规范",Python工程师,18k-30k,O2O/不需要融资,本科/3-5年
上海,上海青客公共租赁住房租赁经营管理股份有限公司,"技能培训,年底双薪,专项奖金,股票期权",python工程师,15k-25k,"移动互联网,O2O/C轮",本科/3-5年
北京,北京猎户星空科技有限公司,"年度旅游,弹性工作,领导好,五险一金",python工程师,15k-30k,"移动互联网,硬件/A轮",本科/1-3年
苏州,南京网燃网络科技有限公司,,python软件工程师助理/python程序员+双,4k-6k,"移动互联网,游戏/未融资",大专/不限
广州,广州玖维信息科技有限公司,"年底双薪,专项奖金,年终分红,带薪年假",Python开发工程师,4k-6k,"移动互联网,数据服务/上市公司",大专/1年以下
