address,company,des,job,money,qua,req
北京,苏州锦佰安信息技术有限公司,"股票期权,弹性工作,带薪年假,绩效奖金",Python开发工程师,15k-30k,信息安全/天使轮,本科/3-5年
成都,杭州顺网科技股份有限公司,"技能培训,节日礼物,年度旅游,岗位晋升",Python开发工程师,10k-20k,"游戏,文化娱乐/上市公司",大专/3-5年
北京,上海谦问万答吧云计算科技有限公司,"帅哥多,美女多,股票期权,年底双薪",Python研发工程师,20k-35k,"移动互联网,教育/C轮",本科/3-5年
深圳,深圳市明源云客电子商务有限公司,"高额六险一金,年底双薪,绩效奖金,N项经费",PYTHON高级开发工程师,16k-22k,"移动互联网,企业服务/上市公司",本科/3-5年
北京,路书（北京）科技有限公司,"年度旅游,五险一金,弹性工作,股票期权",python研发工程师,18k-30k,"移动互联网,旅游/A轮",本科/3-5年
上海,沪江教育科技（上海）股份有限公司,"技能培训,节日礼物,年底双薪,专项奖金",Python后端开发工程师 (MJ000606),15k-30k,"移动互联网,教育/D轮及以上",本科/3-5年
东莞,广州华微明天软件技术有限公司,"技能培训,节日礼物,年底双薪,带薪年假",Python开发工程师,10k-15k,"移动互联网,企业服务/A轮",本科/1-3年
北京,北京曜辉信息科技有限公司,"弹性工作,领导好,扁平管理,快速成长",Python工程师-机器学习方向,20k-35k,"移动互联网,企业服务/未融资",本科/1-3年
成都,网信集团有限公司,"股票期权,午餐补助,定期体检,带薪年假",Python开发工程师,8k-16k,"移动互联网,金融/不需要融资",本科/1-3年
北京,北京新工场投资顾问有限公司,"年底双薪,节日礼物,技能培训,绩效奖金",高级python开发工程师,15k-30k,"移动互联网,金融/A轮",本科/1-3年
北京,北京快松果科技有限公司,"年底双薪,股票期权,带薪年假,年度旅游",高级Python开发工程师,30k-45k,"O2O,生活服务/C轮",本科/3-5年
大连,大连允执科技有限公司,"区块链,人工智能,技术驱动型",Python开发工程师,7k-14k,"移动互联网,信息安全/未融资",不限/1-3年
青岛,青岛七星旭游软件有限公司,,Python软件开发工程师,8k-12k,移动互联网/未融资,本科/1-3年
上海,上海辰沅金融信息服务有限公司,"带薪年假,弹性工作,年度旅游,五险一金",Python,13k-26k,金融/A轮,本科/1-3年
深圳,深圳市明源云客电子商务有限公司,"高额六险一金,年底双薪,绩效奖金,N项经费",高级Python开发工程师,16k-22k,"移动互联网,企业服务/上市公司",本科/3-5年
北京,途家网网络技术（北京）有限公司,"绩效奖金,五险一金,带薪年假,免费班车",Python开发工程师,15k-30k,"移动互联网,O2O/D轮及以上",本科/3-5年
上海,上海华钦信息科技股份有限公司,"专项奖金,带薪年假,定期体检,交通补助",Python Developer,25k-33k,"数据服务,金融/未融资",本科/3-5年
北京,仁科互动（北京）信息科技有限公司,"技能培训,节日礼物,年底双薪,绩效奖金",Python主管,20k-35k,"移动互联网,数据服务/D轮及以上",本科/5-10年
北京,北京汉迪移动互联网科技股份有限公司,"带薪年假,定期体检,文化open,扁平化管理",Python开发实习生,5k-8k,移动互联网/不需要融资,本科/应届毕业生
北京,北京库神信息技术有限公司,"午餐补助,绩效奖金,带薪年假,节日福利",Python研发工程师,20k-40k,"移动互联网,硬件/A轮",本科/1-3年
北京,医渡云（北京）技术有限公司,"节日礼物,年底双薪,股票期权,带薪年假",高级python研发工程师,20k-40k,"O2O,医疗健康/B轮",本科/3-5年
北京,北京爱选信息科技有限公司,"免费饮料零食,医疗补充险",Python开发工程师,15k-25k,"移动互联网,金融/天使轮",本科/3-5年
南宁,北京优趣天下信息技术有限公司,"办公环境温馨,周末双休,交通方便,年底双薪",Python开发工程师,4k-8k,移动互联网/未融资,本科/1-3年
上海,上海幻电信息科技有限公司,"带薪年假,绩效奖金,交通补助,午餐补助",Python开发工程师,15k-30k,"移动互联网,文化娱乐/上市公司",本科/1-3年
北京,掌阅科技股份有限公司,"专项奖金,带薪年假,年度旅游,扁平管理",Python研发工程师（中高级）,15k-25k,移动互联网/上市公司,本科/3-5年
福州,福州龙腾简合网络技术有限公司,,高级Python开发工程师,12k-20k,"游戏,移动互联网/未融资",不限/3-5年
上海,上海懿天网络科技有限公司,"年底双薪,股票期权,帅哥多,扁平管理",Python研发工程师,15k-25k,"移动互联网,文化娱乐/A轮",不限/1-3年
北京,深圳市金证科技股份有限公司,"激情的团队,股票期权,努力变大牛,有舞台给您跳",python开发,10k-20k,金融/上市公司,大专/3-5年
北京,贝壳找房（北京）科技有限公司,"股票期权,带薪年假,绩效奖金,扁平管理",Python开发工程师,25k-50k,"移动互联网,O2O/C轮",本科/1-3年
深圳,深圳市明源云客电子商务有限公司,"高额六险一金,年底双薪,绩效奖金,N项经费",Python高级开发工程师,16k-22k,"移动互联网,企业服务/上市公司",本科/3-5年
北京,贝壳找房（北京）科技有限公司,"股票期权,带薪年假,绩效奖金,扁平管理",Python开发工程师,25k-50k,"移动互联网,O2O/C轮",本科/1-3年
上海,北京京东世纪贸易有限公司,"五险一金,带薪年假,免费班车,定期体检",Python资深开发工程师,25k-50k,"电子商务,数据服务/上市公司",本科/5-10年
南京,南京康立健健康管理有限公司,"""""",python,9k-18k,电子商务、医疗健康/未融资,大专/3-5年
上海,上海数禾信息科技有限公司,"股票期权,通讯津贴,交通补助,午餐补助",Python 高级开发工程师,15k-30k,"移动互联网,金融/不需要融资",本科/3-5年
厦门,厦门集微科技有限公司,"专项奖金,绩效奖金,交通补助,午餐补助",Python开发工程师,7k-14k,移动互联网/不需要融资,本科/1-3年
北京,北京心跳时空科技有限公司,"五险一金,中二又疯狂,不打卡,高效专注",Python开发工程师（后端）,20k-30k,"移动互联网,文化娱乐/A轮",本科/1-3年
上海,上海亦存网络科技有限公司,"技能培训,专项奖金,绩效奖金,扁平管理",高级Python开发,20k-40k,"企业服务,数据服务/不需要融资",本科/3-5年
北京,上海微创软件股份有限公司北京分公司,"年底双薪,绩效奖金,免费班车,节日礼物",Python工程师-赴微软小冰,8k-10k,"移动互联网,电子商务/不需要融资",本科/1-3年
北京,北京创智优品科技有限公司,"节日礼物,顶配Mac,小而美,扁平管理",Python后台开发工程师,15k-30k,"移动互联网,游戏/不需要融资",本科/3-5年
北京,北京车势科技有限公司,"年底双薪,专项奖金,股票期权,绩效奖金",python开发工程师,15k-25k,"企业服务,游戏/A轮",本科/3-5年
北京,北京火币天下网络技术有限公司,"红杉资本,实现跨境支付,优秀指导人,自由货币",python高级工程师,20k-30k,"移动互联网,金融/A轮",本科/不限
长沙,湖南租机侠科技有限公司,"""""",python,6k-8k,移动互联网 O2O/天使轮,本科/3-5年
北京,安一恒通（北京）科技有限公司,"年底双薪,五险一金,弹性工作,节日礼物",Python工程师,15k-30k,"移动互联网,金融/A轮",本科/1-3年
北京,会找房（北京）网络技术有限公司,"节日礼物,股票期权,带薪年假,年度旅游",高级Python开发工程师(J10075),15k-25k,移动互联网、金融/D轮及以上,本科/3-5年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",Python工程师,20k-40k,"移动互联网,硬件/C轮",本科/1-3年
深圳,深圳市长亮科技股份有限公司,"五险一金,通讯津贴,带薪年假,定期体检",python开发工程师（运维开发）,10k-20k,企业服务/上市公司,本科/不限
北京,上海一起作业信息科技有限公司,"节日礼物,岗位晋升,扁平管理,领导好",python高级开发工程师（技术）,25k-50k,"移动互联网,教育/D轮及以上",本科/3-5年
珠海,珠海轼域网络科技有限公司,"带薪年假,提供零食,绩效奖金,年度旅游",Python开发工程师,8K-15K,"移动互联网,电子商务/A轮",不限/1-3年
济南,东莞市仁泽信息技术有限公司,"""""",python开发工程师,5k-10k,移动互联网、其他/未融资,大专/1-3年
杭州,武汉佰钧成技术有限责任公司,"带薪年假,计算机软件,管理规范,定期体检",Python web 开发,11k-18k,移动互联网/不需要融资,大专/3-5年
苏州,苏州锦佰安信息技术有限公司,"股票期权,弹性工作,带薪年假,绩效奖金",Python开发工程师,12k-20k,信息安全/天使轮,本科/3-5年
北京,北京乐信圣文科技有限责任公司,"交通补助,午餐补助,项目奖金,季度奖金",Python开发工程师,10k-20k,移动互联网/B轮,本科/1-3年
北京,北京慕华信息科技有限公司,"节日礼物,股票期权,带薪年假,氛围轻松",Python工程师,25k-40k,"移动互联网,教育/B轮",硕士/5-10年
杭州,杭州大搜车汽车服务有限公司,"技能培训,Geek,开放,扁平管理",Python研发工程师（数据平台）07-01-06,11k-20k,"移动互联网,O2O/D轮及以上",本科/3-5年
北京,掌阅科技股份有限公司,"专项奖金,带薪年假,年度旅游,扁平管理",Python研发工程师（数据）,20k-30k,移动互联网/上市公司,本科/1-3年
上海,上海齐家网信息科技股份有限公司,"午餐补助,带薪年假,绩效奖金,交通补助",Python开发工程师,15k-30k,"O2O ,生活服务/上市公司",不限/1-3年
宁波,宁波新希望信息技术有限公司,"技能培训,年底双薪,专项奖金,带薪年假",Python,10k-15k,"企业服务,生活服务/未融资",本科/3-5年
上海,沪江教育科技（上海）股份有限公司,"技能培训,节日礼物,年底双薪,专项奖金",Python后端开发工程师 (MJ001090),15k-30k,"移动互联网,教育/D轮及以上",大专/1-3年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",高级python研发工程师,20k-40k,"移动互联网,数据服务/C轮",本科/1-3年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",Python后端工程师,25k-50k,"移动互联网,硬件/C轮",本科/3-5年
上海,沪江教育科技（上海）股份有限公司,"技能培训,节日礼物,年底双薪,专项奖金",Python后端开发工程师 (MJ001090),15k-30k,"移动互联网,教育/D轮及以上",大专/1-3年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",高级python研发工程师,20k-40k,"移动互联网,数据服务/C轮",本科/1-3年
北京,北京云英传奇技术有限公司,"绩效奖金,定期体检,带薪年假,弹性工作",高级Python工程师,30k-40k,"移动互联网,数据服务/A轮",本科/3-5年
深圳,深圳市易博天下科技有限公司,"年底双薪,股票期权,带薪年假,创业公司范儿",Python开发工程师,13k-25k,"移动互联网,O2O/上市公司",大专/1-3年
北京,竞技世界（北京）网络技术有限公司,"节日礼物,技能培训,年底双薪,年度旅游",服务器开发工程师（nodejs/java/python/go,25k-40k,"移动互联网,游戏/不需要融资",本科/5-10年
北京,北京搜狐新媒体信息技术有限公司,"节日礼物,项目奖金,弹性工作时间,15天年假",狐友Python开发工程师,20k-35k,"移动互联网,广告营销/上市公司",本科/1-3年
北京,北京豆网科技有限公司,"年底双薪,节日礼物,股票期权,带薪年假",Python开发工程师,20k-35k,移动互联网/C轮,本科/3-5年
杭州,杭州大搜车汽车服务有限公司,"技能培训,Geek,开放,扁平管理",Python研发工程师（数据平台）,9k-15k,"移动互联网,O2O/D轮及以上",本科/1-3年
北京,上海福萝电子科技有限公司,"年底双薪,专项奖金,股票期权,午餐补助","Python, nodejs，golang工程师",30k-60k,移动互联网 信息安全/A轮,本科/3-5年
成都,北京比特大陆科技有限公司,"丰厚底薪,年底双薪,六险一金,午餐补助",python开发工程师-成都-01465,13k-25k,"移动互联网,硬件/不需要融资",本科/1-3年
北京,车好多旧机动车经纪(北京)有限公司,"带薪年假,弹性工作,免费班车,美女多",Python开发工程师,20k-40k,O2O/C轮,本科/3-5年
北京,北京厨芯科技有限公司,"年底双薪,股票期权,绩效奖金,五险一金",Python开发工程师,15k-30k,移动互联网、O2O/A轮,本科/3-5年
长沙,湖南中名网络科技有限公司,,Python开发工程师,8k-15k,移动互联网 数据服务/不需要融资,不限/不限
杭州,杭州当堂信息技术有限公司,"技能培训,年度旅游,岗位晋升,管理规范",后端Python开发工程师,15k-25k,"移动互联网,生活服务/不需要融资",本科/1-3年
上海,互道信息技术（上海）有限公司,"节日礼物,技能培训,年底双薪,年度旅游",Python工程师,18k-35k,"移动互联网,电子商务/B轮",本科/3-5年
深圳,上海海万信息科技股份有限公司,,初中级 Python 开发工程师,10k-20k,"移动互联网,金融/不需要融资",本科/3-5年
长沙,湖南竞网智赢网络技术有限公司,"节日礼物,技能培训,年度旅游,岗位晋升",Python运维工程师,9k-12k,移动互联网、电子商务/不需要融资,大专/3-5年
北京,北京思维造物信息科技有限公司,"专项奖金,扁平管理,帅哥多,领导好",Python开发工程师,25k-50k,"移动互联网,文化娱乐/D轮及以上",本科/3-5年
北京,乐飞天下信息技术(北京)有限公司,"技能培训,扁平管理,五险一金,午餐补助",Python开发工程师,10k-20k,"移动互联网,旅游/未融资",大专/3-5年
廊坊,智线云科技（北京）有限公司,"绩效奖金,股票期权,带薪年假,弹性工作",Python中级工程师,8k-10k,"移动互联网,数据服务/A轮",本科/1-3年
西安,北京神州绿盟信息安全科技股份有限公司,"技能培训,节日礼物,股票期权,带薪年假",python开发实习生（西安）,2k-3k,信息安全/上市公司,本科/不限
上海,上海彩亿信息技术有限公司,"股票期权,年底双薪,五险一金,带薪年假",Python开发,14k-26k,"移动互联网,金融/不需要融资",本科/3-5年
杭州,京东金融,"供应链金融,消费金融,众筹业务,支付业务",高级Python开发工程师,20k-40k,金融/上市公司,本科/5-10年
北京,北京智者天下科技有限公司,"年底双薪,股票期权,带薪年假,定期体检",Python开发,20k-40k,"移动互联网,社交网络/D轮及以上",本科/1-3年
北京,北京金山云网络技术有限公司,"技能培训,节日礼物,瑜伽房,免费班车",校招-Python/Golang研发工程师,10k-15k,"移动互联网,数据服务/D轮及以上",本科/不限
上海,北京三快在线科技有限公司,"技能培训,绩效奖金,岗位晋升,领导好",智能监控开发工程师 Java/C++/Python,28k-48k,"移动互联网,O2O/D轮及以上",本科/3-5年
北京,北京智融时代信息技术有限公司,"股票期权,绩效奖金,五险一金,带薪年假",高级Python开发工程师,25k-40k,金融/C轮,本科/3-5年
北京,北京小龙虾科技有限公司,"股票期权,带薪年假,扁平管理,定期体检",python工程师,20k-35k,"金融,数据服务/B轮",本科/不限
北京,北京贝斯平云科技有限公司,"扁平管理,技能培训,云计算,国际化",Python开发工程师—监控方向,15k-30k,不限/A轮,本科/3-5年
上海,上海炫体信息科技有限公司,"节日礼物,年底双薪,专项奖金,带薪年假",Python（年轻人的狂欢）,12k-20k,"移动互联网,社交网络/不需要融资",本科/1-3年
深圳,深圳晶泰科技有限公司,"节日礼物,股票期权,岗位晋升,扁平管理",Python后端开发工程师,15k-30k,"企业服务,医疗健康/B轮",本科/1-3年
北京,北京贝斯平云科技有限公司,"扁平管理,技能培训,云计算,国际化",Python开发工程师—CI/CD方向,15k-30k,不限/A轮,本科/3-5年
上海,赫里普（上海）信息科技有限公司,"硅谷初创,国际化团队,人工智能,机器学习",Python 数据开发工程师,10k-18k,"数据服务,招聘/A轮",本科/1-3年
深圳,深圳市前海汇流信息科技有限公司,"带薪年假,年度旅游,领导好,年底双薪",Python研发工程师,10k-20k,移动互联网/A轮,本科/1-3年
北京,小小黛朵（北京）科技有限公司,"股票期权,年底双薪,带薪年假,功夫熊按摩",python高级工程师,25k-30k,"移动互联网,金融/B轮",本科/5-10年
北京,北京源石智影科技有限公司,"专项奖金,股票期权,绩效奖金,年终分红",高级python开发工程师,20k-40k,"移动互联网,数据服务/不需要融资",本科/5-10年
广州,广州机智云物联网科技有限公司,"股票期权,专项奖金,带薪年假,绩效奖金",python开发,10k-18k,"移动互联网,硬件/B轮",本科/1-3年
北京,智线云科技（北京）有限公司,"绩效奖金,股票期权,带薪年假,弹性工作",Python中级工程师,15k-25k,"移动互联网,数据服务/A轮",本科/3-5年
上海,上海数旦信息技术有限公司,"定期体检,年度旅游,技能培训,领导好",Python开发工程师,9k-14k,"移动互联网,金融/A轮",本科/1-3年
北京,北京金风科创风电设备有限公司,"带薪年假,节日礼物,帅哥多,美女多",Python 开发工程师,18k-35k,"硬件,其他/上市公司",本科/3-5年
北京,北京搜狐新媒体信息技术有限公司,"节日礼物,项目奖金,弹性工作时间,15天年假",python开发工程师,20k-35k,"移动互联网,广告营销/上市公司",本科/3-5年
合肥,安徽晶奇网络科技股份有限公司,"绩效奖金,年底双薪,五险一金,通讯津贴",Python高级开发工程师,11k-22k,电子商务/未融资,大专/5-10年
南京,医渡云（北京）技术有限公司,"节日礼物,年底双薪,股票期权,带薪年假",后端研发工程师（Python）,15k-20k,"O2O,医疗健康/B轮",本科/3-5年
北京,爱笔（北京）智能科技有限公司,"专项奖金,股票期权,带薪年假,交通补助",Python开发工程师,18k-36k,"移动互联网,企业服务/天使轮",本科/3-5年
北京,北京贝斯平云科技有限公司,"扁平管理,技能培训,云计算,国际化",高级Python开发工程师—CI/CD方向,20k-40k,不限/A轮,本科/3-5年
南京,医渡云（北京）技术有限公司,"节日礼物,年底双薪,股票期权,带薪年假",后端研发工程师（Python）,15k-20k,"O2O,医疗健康/B轮",本科/3-5年
北京,爱笔（北京）智能科技有限公司,"专项奖金,股票期权,带薪年假,交通补助",Python开发工程师,18k-36k,"移动互联网,企业服务/天使轮",本科/3-5年
南京,北京光辉创赢信息技术有限公司,"""""",python开发,7k-12k,"企业服务,信息安全/未融资",不限/1-3年
成都,四川万众启源信息技术有限公司,"带薪年假,领导好,弹性工作,节日礼物",python工程师,7k-13k,"金融,移动互联网/未融资",本科/3-5年
深圳,深圳市金证科技股份有限公司,"激情的团队,股票期权,努力变大牛,有舞台给您跳",Python开发,9k-16k,金融/上市公司,本科/1-3年
上海,上海彩亿信息技术有限公司,"股票期权,年底双薪,五险一金,带薪年假",Python开发,14k-25k,"移动互联网,金融/不需要融资",本科/1年以下
成都,北京天广汇通科技有限公司,"股票期权,午餐补助,通讯津贴,绩效奖金",python开发运维工程师,9k-18k,"信息安全,数据服务/不需要融资",本科/1-3年
深圳,深圳淘乐网络科技有限公司,"项目分成,骨干配车,年终奖,免费三餐",python客户端开发工程师,8k-16k,游戏/不需要融资,本科/1-3年
北京,北京优护创智健康科技有限责任公司,"年底双薪,带薪年假,扁平管理,管理规范",Python工程师,20k-30k,"移动互联网,医疗健康/A轮",本科/3-5年
上海,上海智遇信息科技有限公司,"股票期权,绩效奖金,专项奖金,年度旅游",Python后端开发工程师,15k-25k,"移动互联网,教育/天使轮",本科/1-3年
上海,上海海万信息科技股份有限公司,,python工程师,8k-15k,"移动互联网,金融/不需要融资",大专/1-3年
上海,上海创远教育科技有限公司,"年终奖,节日福利,健身房淋浴间,年度旅游",Python开发工程师,10k-15k,教育/B轮,本科/1-3年
上海,恒羿网络科技（上海）有限公司,"五险一金,带薪年假,股票期权,弹性工作",Python后端开发工程师,15k-30k,"移动互联网,医疗健康/B轮",本科/1-3年
深圳,深圳迅策科技有限公司,"年度旅游,节日礼物,管理规范,技能培训",Python 开发工程师,15k-30k,"移动互联网,数据服务/A轮",本科/3-5年
成都,深圳市金证科技股份有限公司,"激情的团队,股票期权,努力变大牛,有舞台给您跳",PYTHON,10k-20k,金融/上市公司,不限/1-3年
上海,蜜柚网络科技（上海）有限公司,"技能培训,节日礼物,股票期权,带薪年假",Python开发实习生 - 短视频方向,4k-8k,"社交网络,文化娱乐/不需要融资",本科/应届毕业生
杭州,杭州嘉云数据科技有限公司,"海量大数据,世界级产品,AI,智能供应链",Python开发工程师（数据方向）,15k-20k,"电子商务,移动互联网/C轮",本科/1-3年
北京,非凡维格（北京）信息科技有限公司,"股票期权,带薪年假,美女多,弹性工作",Python工程师-服务器端,15k-30k,旅游/B轮,本科/1-3年
北京,北京完美创意科技有限公司,"五险一金,带薪年假,定期体检,岗位晋升",Python高级研发工程师,25k-45k,"移动互联网,O2O/D轮及以上",本科/3-5年
深圳,万科物业发展股份有限公司,"社区o2o,原始股权,弹性工作制,互联网+",高级Python开发工程师,20k-35k,"O2O,生活服务/不需要融资",本科/5-10年
北京,东吴（苏州）金融科技有限公司,,python量化开发工程师,12k-20k,"金融,移动互联网/不需要融资",本科/不限
北京,北京闪银奇异科技有限公司,"13~15薪,晋升空间大,定期体检,能力定薪",高级python开发工程师,28k-45k,"移动互联网,金融/D轮及以上",本科/5-10年
东莞,优维科技（深圳）有限公司,"年底双薪,午餐补助,股票期权,弹性工作",Python开发工程师,13k-15k,"移动互联网,企业服务/B轮",本科/1-3年
广州,广州博冠信息科技有限公司,"绩效奖金,年终分红,专项奖金,年底双薪",python服务端开发工程师,15k-22k,游戏/上市公司,本科/3-5年
北京,北京中睿天下信息技术有限公司,"股票期权,带薪年假,年度旅游,扁平管理",Python开发工程师,15k-30k,"信息安全,其他/A轮",本科/3-5年
深圳,深圳市易佰网络科技有限公司,"绩效奖金,年度旅游,领导好,美女多",python开发工程师,9k-16k,"电子商务,移动互联网/B轮",大专/3-5年
北京,上海微创软件股份有限公司北京分公司,"年底双薪,绩效奖金,免费班车,节日礼物",Python开发,10k-13k,"移动互联网,电子商务/不需要融资",本科/不限
厦门,钛链智云（厦门）信息科技有限公司,,Python开发工程师,8k-12k,区块链/不需要融资,本科/3-5年
上海,上海辰沅金融信息服务有限公司,"带薪年假,弹性工作,年度旅游,五险一金",Python工程师,13k-26k,金融/A轮,本科/1-3年
北京,北京闪银奇异科技有限公司,"13~15薪,晋升空间大,定期体检,能力定薪",Python工程师,20k-40k,"移动互联网,金融/D轮及以上",本科/3-5年
南京,飞友科技有限公司,"节日礼物,年度旅游,管理规范,五险一金",Python开发工程师（南京）,10k-18k,移动互联网/A轮,本科/1-3年
武汉,深圳市万泉河医疗科技有限公司,"年底双薪,绩效奖金,股票期权,年终分红",python,9k-18k,"移动互联网,医疗健康/A轮",本科/3-5年
北京,北京格上添富科技发展有限公司,"绩效奖金,带薪年假,午餐补助,定期体检",Python研发工程师,13k-25k,"移动互联网,金融/不需要融资",本科/3-5年
深圳,北京比特大陆科技有限公司,"丰厚底薪,年底双薪,六险一金,午餐补助",Python开发工程师-深圳-01278,13k-25k,"移动互联网,硬件/不需要融资",本科/3-5年
广州,广州欧科信息技术股份有限公司,"年底双薪,带薪年假,定期体检,股票期权",Python工程师,14k-18k,"企业服务,数据服务/上市公司",本科/3-5年
上海,平安科技（深圳）有限公司,"节日礼物,年度旅游,岗位晋升,技能培训",Python开发工程师（上海）,15k-30k,金融/不需要融资,本科/不限
深圳,深圳市金证科技股份有限公司,"激情的团队,股票期权,努力变大牛,有舞台给您跳",后台开发（python）工程师,12k-14k,金融/上市公司,本科/3-5年
北京,北京京东世纪贸易有限公司,"五险一金,带薪年假,免费班车,定期体检",Python后端研发工程师,25k-50k,"电子商务,数据服务/上市公司",本科/3-5年
杭州,杭州艾耕科技有限公司,"股票期权,弹性工作,领导好,帅哥多",python开发工程师,15k-25k,"移动互联网,数据服务/A轮",本科/3-5年
武汉,京北方信息技术股份有限公司武汉分公司,,python开发,9k-18k,移动互联网/上市公司,本科/3-5年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",Python 研发工程师,25k-45k,"移动互联网,数据服务/C轮",本科/3-5年
深圳,深圳开黑科技有限公司,"股票期权,岗位晋升,年度旅游,晚餐补贴",高级Python开发工程师,16k-30k,"移动互联网,文化娱乐/A轮",本科/3-5年
苏州,苏州睿小麟教育科技有限公司,"股票期权,带薪年假,午餐补助,年底双薪",资深Python研发工程师,15k-25k,"移动互联网,教育/天使轮",本科/3-5年
苏州,苏州紫豹科技有限公司,"股票期权,专项奖金,绩效奖金,扁平管理",高级Python工程师,15k-30k,信息安全/未融资,不限/3-5年
北京,北京闪银奇异科技有限公司,"13~15薪,晋升空间大,定期体检,能力定薪",Python 开发工程师,15k-25k,"移动互联网,金融/D轮及以上",本科/3-5年
上海,上海互趣网络科技有限公司,"股票期权,午餐补助,带薪年假,极客文化",Java/Python资深开发工程师,35k-70k,"移动互联网,社交网络/C轮",本科/5-10年
深圳,北京比特大陆科技有限公司,"丰厚底薪,年底双薪,六险一金,午餐补助",Python开发工程师,20k-40k,"移动互联网,硬件/不需要融资",本科/3-5年
北京,永杨安风（北京）科技有限公司,"绩效奖金,专项奖金,带薪年假,节日礼物",Python研发工程师,20k-35k,移动互联网/B轮,本科/不限
福州,福建紫光信息技术有限公司,"专项奖金,通讯津贴,交通补助,带薪年假",Python工程师,4k-8k,"移动互联网,电子商务/未融资",大专/1-3年
南京,北明软件有限公司,"年底双薪,股票期权,专项奖金,定期体检",Python工程师,10k-16k,"移动互联网,数据服务/上市公司",本科/1-3年
成都,成都捷云智慧科技有限公司,,Python,8k-10k,移动互联网/不需要融资,本科/1-3年
苏州,广州绿网环境保护服务中心,,Python工程师,4k-8k,"数据服务,其他/不需要融资",本科/1-3年
北京,北京心跳时空科技有限公司,"五险一金,中二又疯狂,不打卡,高效专注",Python开发工程师（后端）,20k-30k,"移动互联网,文化娱乐/A轮",本科/1-3年
上海,再惠（上海）网络科技有限公司,"午餐晚餐补助,领导亲和逗逼,丰厚股票期权,年底2-5薪",高级python工程师,20k-40k,"移动互联网,企业服务/B轮",本科/5-10年
北京,联想（北京）有限公司,"技能培训,待遇优厚,晋升空间,五险一金",Python 开发,10k-15k,"移动互联网,数据服务/上市公司",本科/1-3年
北京,创新奇智（北京）科技有限公司,"绩效奖金,带薪年假,通讯津贴,年终分红",python开发工程师,15k-30k,移动互联网/天使轮,本科/3-5年
杭州,杭州心书网络科技有限公司,"节日礼物,绩效奖金,五险一金,弹性工作",python开发工程师,12k-18k,"移动互联网,O2O/天使轮",本科/1-3年
上海,千言信息技术（上海）有限公司,"股票期权,20天年假,高端医疗保险,学习基金计划",Python工程师（中级）,10k-15k,"电子商务,教育/A轮",本科/3-5年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",高级python工程师,40k-60k,"移动互联网,数据服务/C轮",本科/3-5年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",高级python工程师,40k-60k,"移动互联网,数据服务/C轮",本科/3-5年
深圳,北京国双科技有限公司,"年度旅游,节日礼物,年底双薪,带薪年假",Python实习工程师,2k-4k,"数据服务,企业服务/上市公司",本科/不限
深圳,深圳云天励飞技术有限公司,"节日礼物,带薪年假,年度旅游,开放务实",Python后端工程师A,15k-30k,移动互联网/A轮,本科/1-3年
北京,智线云科技（北京）有限公司,"绩效奖金,股票期权,带薪年假,弹性工作",高级Python工程师,15k-25k,"移动互联网,数据服务/A轮",本科/3-5年
深圳,深圳市杉岩数据技术有限公司,"股票期权,扁平管理,领导好,五险一金",高级Python开发工程师,16k-23k,"企业服务,数据服务/A轮",本科/3-5年
太原,山西万物有声文化传媒有限公司,"美女多,岗位晋升,新媒体公司,住房补贴",python工程师,4k-8k,移动互联网/不需要融资,大专/1-3年
北京,北京启明合心科技有限公司,"扁平管理,最优秀的伙伴,弹性工作,公司午晚餐",高级python后端工程师,20k-35k,"移动互联网,教育/A轮",本科/3-5年
上海,上海拍拍贷金融信息服务有限公司,"绩效奖金,五险一金,带薪年假,午餐补助",Python资深专家,30k-40k,金融/上市公司,本科/5-10年
上海,魔珐（上海）信息科技有限公司,"明星团队,股票期权,顶级科学家,顶级风投",Python后端开发工程师,15k-30k,"移动互联网,数据服务/天使轮",本科/3-5年
上海,上海元长信息技术有限公司,"""""",python后端,15K-25K,移动互联网 其他/天使轮,本科/3-5年
上海,上海游族互娱网络科技有限公司,"五险一金,岗位晋升,弹性工作,扁平管理",资深python开发工程师,15k-25k,"移动互联网,游戏/上市公司",不限/3-5年
上海,浚皙商务咨询（上海）有限公司,"节日礼物,韩语英语氛围,扁平管理,领导好",急聘python工程师,15k-25k,"社交网络,游戏/不需要融资",本科/3-5年
上海,北京奇艺世纪科技有限公司,"绩效奖金,五险一金,交通补助,带薪年假",互娱-Python开发工程师,20k-40k,"广告营销,文化娱乐/上市公司",本科/3-5年
深圳,深圳市一面网络技术有限公司,"技能培训,海归精英团队,Geek分享,绩效奖金",Python 工程师（数据平台）,10k-20k,"移动互联网,数据服务/A轮",本科/1-3年
